,OTU,Kingdom,Phylum,Class,Order,Family,Genus,Oliver35,Oliver36,Oliver40,Oliver41,Oliver42,Oliver46,Oliver47,Oliver48,Oliver104,Oliver105,Oliver106,Oliver107,Oliver108,Oliver109,Oliver116,Oliver117,Oliver118,Oliver119,Oliver120,Oliver121,Oliver128,Oliver129,Oliver130,Oliver131,Oliver132,Oliver133
513,OTU0515,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,OTU0516,Bacteria,Bacteroidetes,Bacteroidetes_incertae_sedis_class_incertae_sedis,Bacteroidetes_incertae_sedis_order_incertae_sedis,Bacteroidetes_incertae_sedis_family_incertae_sedis,Ohtaekwangia,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,OTU0517,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified Acidimicrobiaceae,9,2,8,2,10,2,13,8,0,0,3,3,4,0,0,0,0,3,3,0,3,3,5,0,0,0
516,OTU0518,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,OTU0519,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,OTU0520,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis,6,0,2,0,0,2,5,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0
519,OTU0521,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0
520,OTU0522,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Parachlamydia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,OTU0523,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,OTU0524,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Rhizomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,OTU0525,Bacteria,Acidobacteria,Acidobacteria_Gp3,Acidobacteria_Gp3_order_incertae_sedis,Acidobacteria_Gp3_family_incertae_sedis,Acidobacteria_Gp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,OTU0526,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,OTU0527,Bacteria,Verrucomicrobia,unclassified,unclassified,unclassified,unclassified Verrucomicrobia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,OTU0528,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
527,OTU0529,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
528,OTU0530,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2,0,0,5,0
529,OTU0531,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,unclassified Rhodospirillaceae,0,0,0,0,0,0,10,2,0,0,0,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0
530,OTU0533,Bacteria,Bacteroidetes,Bacteroidetes_incertae_sedis_class_incertae_sedis,Bacteroidetes_incertae_sedis_order_incertae_sedis,Bacteroidetes_incertae_sedis_family_incertae_sedis,Ohtaekwangia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,OTU0534,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Rhizomicrobium,5,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,0,0,3,4,0,0,0,0
532,OTU0535,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Stigmatella,4,0,2,0,2,0,5,0,10,15,0,0,0,7,0,2,0,2,0,0,0,3,0,2,4,6
533,OTU0536,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,OTU0537,Bacteria,unclassified,unclassified,unclassified,unclassified,Uncultured Rhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,OTU0538,Bacteria,Armatimonadetes,Armatimonadetes_gp5_class_incertae_sedis,Armatimonadetes_gp5_order_incetae_sedis,Armatimonadetes_gp5_family_incetae_sedis,Armatimonadetes_gp5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,OTU0539,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,OTU0540,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,OTU0541,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,OTU0542,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,OTU0543,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Leptospiraceae,Turneriella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,OTU0544,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,Chitinophaga,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,OTU0545,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,13,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,OTU0546,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,OTU0547,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,OTU0548,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,OTU0549,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Vampirovibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,OTU0550,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,OTU0551,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,OTU0552,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,6,0,4,0,3,2,0,6,0,0,0,0,0,0,0,0,0,6,2,0,0,3,0,0,2,0
550,OTU0553,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Acidothermaceae,Acidothermus,8,6,2,5,0,0,7,7,0,0,2,5,2,0,0,0,0,6,0,2,5,5,4,0,0,0
551,OTU0554,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0
552,OTU0555,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Cohnella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,17,0,0
553,OTU0556,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,OTU0557,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,OTU0558,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
556,OTU0559,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,unclassified,unclassified Chlamydiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,OTU0560,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,0,0,2,7,2,2,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
558,OTU0561,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Rhizomicrobium,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,OTU0562,Bacteria,unclassified,unclassified,unclassified,Elusimicrobiaceae,unclassified Elusimicrobium,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,OTU0563,Bacteria,Acidobacteria,Acidobacteria_Gp1,Acidobacteria_Gp1_order_incertae_sedis,Acidobacteria_Gp1_family_incertae_sedis,Acidobacteria_Gp1,3,4,0,0,4,0,2,6,0,0,0,0,4,0,0,0,0,0,2,0,2,3,3,0,0,0
561,OTU0564,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,OTU0565,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,Azospirillium,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,OTU0566,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,13,2,0,3,14,0,5,26,0,0,0,0,0,0,0,0,6,5,4,0,4,12,0,0,0,0
564,OTU0567,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified,Paenibacillus,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,5,0
565,OTU0568,Bacteria,Acidobacteria,Acidobacteria_Gp14,Acidobacteria_Gp14_order_incertae_sedis,Acidobacteria_Gp14_family_incertae_sedis,Acidobacteria_Gp14,5,0,6,0,6,2,4,7,0,0,0,2,0,0,0,0,3,4,8,0,3,3,0,0,0,0
566,OTU0569,Bacteria,unclassified,unclassified,unclassified,unclassified,uncultured Thermomicrobia,5,0,0,7,2,0,4,0,0,0,0,3,0,0,0,0,0,7,3,2,0,3,3,0,0,0
567,OTU0570,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,OTU0571,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,OTU0572,Bacteria,Verrucomicrobia,Opitutae,unclassified,unclassified,unclassified Opitutae,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,5,3,0,0,0,0
570,OTU0573,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum,4,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,3,2,2,0,0,5,0,0,0
571,OTU0574,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified Acidimicrobiaceae,0,0,0,0,2,0,2,0,0,0,4,0,4,0,0,0,0,2,2,0,0,2,3,0,0,0
572,OTU0575,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
573,OTU0576,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,Chitinophaga,0,0,6,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,OTU0577,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified Sphingobacter,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,OTU0578,Bacteria,Bacteroidetes,Bacteroidetes_incertae_sedis_class_incertae_sedis,Bacteroidetes_incertae_sedis_order_incertae_sedis,Bacteroidetes_incertae_sedis_family_incertae_sedis,Ohtaekwangia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,OTU0579,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,OTU0580,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified Verrucomicrobia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,OTU0581,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_order_incertae_sedis,Subdivision3_family_incertae_sedis,3_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,OTU0582,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,unclassified Rhizobiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,OTU0583,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,OTU0584,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Wandonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,OTU0585,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified, Actinobacterium,0,0,5,0,4,0,4,5,0,0,0,3,2,0,0,0,0,0,3,0,0,3,0,0,0,0
583,OTU0586,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,OTU0587,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified,Paenibacillus,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,OTU0588,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified Verrucomicrobia,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
586,OTU0589,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_order_incertae_sedis,Subdivision3_family_incertae_sedis,3_genus_incertae_sedis,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,OTU0590,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified Gammaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,OTU0591,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,OTU0592,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,Gallionella,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0
590,OTU0593,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,OTU0594,Bacteria,Acidobacteria,Acidobacteria_Gp1,Acidobacteria_Gp1_order_incertae_sedis,Acidobacteria_Gp1_family_incertae_sedis,Acidobacteria_Gp1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
592,OTU0595,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,306
593,OTU0596,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillium,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
594,OTU0597,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,OTU0598,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,OTU0599,Bacteria,Acidobacteria,Acidobacteria_Gp3,Acidobacteria_Gp3_order_incertae_sedis,Acidobacteria_Gp3_family_incertae_sedis,Acidobacteria_Gp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,OTU0600,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,OTU0601,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dokdonella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
599,OTU0602,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,unclassified Rhizobiaceae,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
600,OTU0603,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillium,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
601,OTU0604,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,4,2,0,0,4,0,0,0,0
602,OTU0605,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,OTU0607,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified Acidimicrobiaceae,2,2,0,0,2,0,4,0,0,0,0,0,2,0,0,0,0,2,2,0,4,3,2,0,0,0
604,OTU0608,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,7,0,0,0,4,0,3,0,0,0,0,7,3,0,0,0,3,0,2,0,0,3,0,0,0,0
605,OTU0609,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,unclassified,Unclassified Solirubrobacter,5,0,3,2,2,0,6,4,0,0,2,7,0,0,0,0,0,3,2,2,2,2,2,0,0,0
606,OTU0610,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Rhizomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
607,OTU0611,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,OTU0612,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,unclassified Rhodospirillaceae,0,4,0,2,5,2,0,0,0,0,0,0,6,0,0,0,5,0,0,6,7,6,5,0,0,0
609,OTU0613,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Polyangium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,OTU0614,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,OTU0615,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,3,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
612,OTU0616,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,OTU0617,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified Halanobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,OTU0618,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,0,0,4,0,6,2,8,7,0,0,0,2,8,0,0,0,4,12,6,2,4,14,2,0,0,0
615,OTU0619,Bacteria,unclassified,unclassified,unclassified,unclassified,Uncultured Rhodothermus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,OTU0620,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,OTU0621,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Rhizomicrobium,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,OTU0622,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,Rhizomicrobium,10,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,4,5,0,0,2,0,0,0,0
619,OTU0623,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified,Paenibacillus,15,2,2,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
620,OTU0624,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,unclassified,unclassified Chlamydiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,OTU0626,Bacteria,unclassified,unclassified,unclassified,unclassified,uncultured Planctomycetaceae ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0
622,OTU0627,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified Betaproteobacteria,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,OTU0628,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,OTU0629,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Rhizomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,OTU0630,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Parachlamydia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,OTU0631,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,OTU0632,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_order_incertae_sedis,Subdivision3_family_incertae_sedis,3_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
628,OTU0633,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,OTU0634,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Byssovorax,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,OTU0635,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis,5,2,0,0,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,10,0,0,0
631,OTU0636,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified Gammaproteobacteria,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,OTU0637,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cytophagaceae,Adhaeribacter,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,OTU0638,Bacteria,unclassified,unclassified,unclassified,unclassified,uncultured Planctomycetaceae ,4,0,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0
